"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-03-25","12.75",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","37","H,,S","48",",,W","28",",,W","  280",",,W","  250",",,W","21.9",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-03-26","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","36","H,,S","46",",,W","28",",,W","  330",",,W","  320",",,W","16.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-03-27","6.93",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","41","H,,S","58",",,W","27",",,W","  270",",,W","  280",",,W","25.9",",,W","35.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-03-28","10.74",",,W",,,"0.05",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","68",",,W","43",",,W","  220",",,W","  230",",,W","29.1",",,W","42.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-03-29","12.75",",,W",,,"0.06",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","68",",,W","57",",,W","  220",",,W","  230",",,W","28.0",",,W","36.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-03-30","10.51",",,W",,,"0.42",",,W,2400","0.0",",,W","0.0",",,W","59","H,,S","69",",,W","50",",,W","  220",",,W","  200",",,W","42.9",",,W","62.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-03-31","15.43",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","48","H,,S","57",",,W","36",",,W","  280",",,W","  290",",,W","25.1",",,W","36.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-01","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","36","H,,S","43",",,W","26",",,W","   60",",,W","   50",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-02","12.75",",,W",,,"2.18",",,W,2400","0.0","T,,W","0.0",",,W","37","H,,S","62",",,W","34",",,W","  190",",,W","  180",",,W","31.1",",,W","40.9",",,W","    1",",,W",,,"    1",",,W","    1",",,W",,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-03","17.90",",,W",,,"0.10",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","65",",,W","46",",,W","  230",",,W","  200",",,W","30.0",",,W","42.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-04","7.38",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","46","H,,S","51",",,W","39",",,W","   50",",,W","   60",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-05","8.28",",,W",,,"0.07",",,W,2400","0.0",",,W","0.0",",,W","45","H,,S","49",",,W","29",",,W","  340",",,W","  340",",,W","25.1",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-06","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","44","H,,S","47",",,W","35",",,W","   10",",,W","   10",",,W","19.9",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-07","14.32",",,W",,,"0.00","T,,W,2400","0.0","T,,W","0.0",",,W","38","H,,S","50",",,W","26",",,W","  290",",,W","  320",",,W","28.0",",,W","36.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-08","11.86",",,W",,,"0.00","T,,W,2400","0.0","T,,W","0.0",",,W","32","H,,S","43",",,W","23",",,W","  320",",,W","  330",",,W","23.0",",,W","33.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-09","6.26",",,W",,,"0.26",",,W,2400","0.5",",,W","0.0",",,W","35","H,,S","47",",,W","25",",,W","  170",",,W","  150",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-10","9.84",",,W",,,"0.16",",,W,2400","1.3",",,W","1.2",",,W","35","H,,S","38",",,W","33",",,W","  360",",,W","   70",",,W","15.0",",,W","19.9",",,W","    1",",,W",,,,,"    1",",,W",,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-11","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","41","H,,S","54",",,W","32",",,W","   20",",,W","   10",",,W","16.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-12","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","44","H,,S","58",",,W","32",",,W","  170",",,W","  160",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-13","7.61",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","49","H,,S","60",",,W","40",",,W","  180",",,W","  190",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-14","12.75",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","57","H,,S","73",",,W","48",",,W","  260",",,W","  250",",,W","29.1",",,W","42.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-15","16.78",",,W",,,"0.00","T,,W,2400","0.0","T,,W","0.0",",,W","48","H,,S","51",",,W","39",",,W","  280",",,W","  270",",,W","32.0",",,W","44.1",",,W",,,,,,,"    1",",,W",,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-16","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","43","H,,S","55",",,W","36",",,W","  290",",,W","  310",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-17","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","60",",,W","33",",,W","  160",",,W","  180",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-18","15.66",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","63","H,,S","83",",,W","52",",,W","  230",",,W","  230",",,W","35.1",",,W","47.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-19","12.75",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","68","H,,S","70",",,W","49",",,W","  230",",,W","  220",",,W","25.9",",,W","38.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-20","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","58",",,W","42",",,W","  100",",,W","  100",",,W","17.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-21","17.90",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","56","H,,S","74",",,W","48",",,W","  230",",,W","  230",",,W","38.9",",,W","53.9",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-22","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","54","H,,S","67",",,W","44",",,W","  280",",,W","  280",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-23","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","62","H,,S","80",",,W","49",",,W","  240",",,W","  290",",,W","17.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-24","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","82",",,W","50",",,W","   50",",,W","   50",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-25","6.49",",,W",,,"0.15",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","76",",,W","56",",,W","  150",",,W","  160",",,W","23.0",",,W","33.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-26","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","53","H,,S","62",",,W","43",",,W","  360",",,W","  360",",,W","23.0",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-27","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","52","H,,S","67",",,W","40",",,W","  170",",,W","  160",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-28","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","72",",,W","43",",,W","  170",",,W","  170",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-29","19.91",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","72","H,,S","86",",,W","50",",,W","  220",",,W","  250",",,W","35.1",",,W","45.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-04-30","6.71",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","52","H,,S","63",",,W","40",",,W","  170",",,W","  160",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-01","9.84",",,W",,,"0.41",",,W,2400","0.0",",,W","0.0",",,W","55","H,,S","71",",,W","46",",,W","  220",",,W","  220",",,W","33.1",",,W","44.1",",,W",,,,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-02","10.07",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","64","H,,S","74",",,W","52",",,W","  270",",,W","  270",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-03","10.51",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","52","H,,S","55",",,W","45",",,W","   20",",,W","   30",",,W","16.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-04","12.30",",,W",,,"1.29",",,W,2400","0.0",",,W","0.0",",,W","48","H,,S","52",",,W","44",",,W","   30",",,W","   30",",,W","23.0",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-05","7.61",",,W",,,"0.22",",,W,2400","0.0",",,W","0.0",",,W","54","H,,S","69",",,W","49",",,W","  160",",,W","   40",",,W","16.1",",,W","23.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-06","3.80",",,W",,,"0.67",",,W,2400","0.0",",,W","0.0",",,W","57","H,,S","59",",,W","54",",,W","  130",",,W","  140",",,W","8.9",",,W","12.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-07","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","61","H,,S","76",",,W","48",",,W","   60",",,W","   50",",,W","23.0",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-08","12.30",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","58",",,W","40",",,W","   20",",,W","   30",",,W","18.1",",,W","25.1",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-09","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","66",",,W","36",",,W","   10",",,W","   30",",,W","14.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-10","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","60","H,,S","80",",,W","45",",,W","  240",",,W","  230",",,W","19.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-11","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","57","H,,S","67",",,W","46",",,W","   50",",,W","   60",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-12","5.82",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","62","H,,S","81",",,W","44",",,W","  130",",,W","  120",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-13","6.71",",,W",,,"0.23",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","70",",,W","62",",,W","  100",",,W","  100",",,W","12.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-14","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","76",",,W","60",",,W","  170",",,W","  170",",,W","21.0",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-15","6.93",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","68","H,,S","81",",,W","60",",,W","  130",",,W","  130",",,W","15.0",",,W","21.9",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-16","10.51",",,W",,,"0.38",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","83",",,W","60",",,W","  210",",,W","  210",",,W","32.0",",,W","42.9",",,W","    1",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-17","17.45",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","65","H,,S","69",",,W","57",",,W","  270",",,W","  240",",,W","28.0",",,W","36.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-18","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","60","H,,S","68",",,W","52",",,W","  300",",,W","  310",",,W","21.0",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-19","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","56","H,,S","62",",,W","43",",,W","   10",",,W","  360",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-20","10.74",",,W",,,"0.34",",,W,2400","0.0",",,W","0.0",",,W","49","H,,S","56",",,W","41",",,W","   70",",,W","   50",",,W","19.9",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-21","8.50",",,W",,,"0.21",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","54",",,W","49",",,W","   70",",,W","   40",",,W","18.1",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-22","12.30",",,W",,,"0.12",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","56",",,W","48",",,W","  300",",,W","  290",",,W","19.9",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-23","12.30",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","57",",,W","41",",,W","  280",",,W","  300",",,W","23.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-24","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","53","H,,S","63",",,W","43",",,W","  290",",,W","  310",",,W","15.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-25","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","56","H,,S","68",",,W","43",",,W","  320",",,W","  320",",,W","17.0",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-26","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,D","59","H,,S","70",",,W","46",",,W","   80",",,W","  100",",,W","14.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-27","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","62","H,,S","72",",,W","54",",,W","   80",",,W","   90",",,W","17.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-28","7.16",",,W",,,"0.10",",,W,2400","0.0",",,W","0.0",",,W","59","H,,S","61",",,W","54",",,W","   70",",,W","   70",",,W","14.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-29","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","59","H,,S","67",",,W","55",",,W","  280",",,W","  270",",,W","16.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-30","9.17",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","63","H,,S","77",",,W","52",",,W","  300",",,W","  310",",,W","23.9",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-05-31","11.41",",,W"," 1136",",,W","0.00",",,W,2400","0.0",",,D","0.0",",,D","57","H,,S","64",",,W","50",",,W","  330",",,W","  330",",,W","19.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,
